scenario,experiment_id,collector_session_id,collection_id,collection_sequence,experiment_phase,record_timestamp_utc,raspi_read_status,sender_send_status,openplc_read_status,register_read_status,coil_read_status,pair_complete,source_sequence,state_sequence,source_mode,thingsboard_timestamp_ms,node_id_source,node_id_openplc,original_odo_meter_litre,sent_odo_meter_litre,openplc_odo_meter_litre,odo_meter_processed,original_flow_rate_lpm,expected_flow_rate_x1000,sent_flow_rate_x1000,openplc_flow_rate_x1000,openplc_flow_rate_lpm,original_volume_litre,expected_volume_x10000,sent_volume_x10000,openplc_volume_x10000,openplc_volume_litre,original_payment_status,sent_payment_status,openplc_payment_status,observed_valve_raw_source,observed_valve_raw_openplc,openplc_source_sequence,process_state,valve_reason,valve_command,abnormal_usage,payment_blocked,source_expected_valve_command,source_expected_process_state,source_expected_valve_reason,plc_expected_valve_command,plc_expected_process_state,plc_expected_valve_reason,source_odo_encoding_match,source_flow_encoding_match,source_volume_encoding_match,source_payment_encoding_match,source_encoding_integrity_match,cross_layer_odo_match,cross_layer_flow_match,cross_layer_volume_match,cross_layer_payment_match,cross_layer_sequence_match,cross_layer_valve_feedback_match,cross_layer_node_id_match,cross_layer_all_fields_match,plc_internal_odo_match,plc_logic_abnormal_match,plc_logic_payment_match,plc_logic_valve_match,plc_logic_state_match,plc_logic_reason_match,plc_logic_consistency_match,source_expected_valve_match,controller_operational_impact,observed_attack_value,source_age_ms,sampling_skew_ms
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000001,1,BASELINE,2026-07-28T10:44:39.367Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,1,2,THINGSBOARD_HARDCODED_MOCK,1785235470567,1,1,12,12,12,12,0.3778,378,378,378,0.378,0.00222,22,22,22,0.0022,1,1,1,0,0,1,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6725.0,59.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000002,2,BASELINE,2026-07-28T10:44:40.290Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,2,3,THINGSBOARD_HARDCODED_MOCK,1785235477588,1,1,18,18,18,18,0.492,492,492,492,0.492,0.00275,28,28,28,0.0028,1,1,1,0,0,2,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,684.0,8.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000003,3,BASELINE,2026-07-28T10:44:41.272Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,2,3,THINGSBOARD_HARDCODED_MOCK,1785235477588,1,1,18,18,18,18,0.492,492,492,492,0.492,0.00275,28,28,28,0.0028,1,1,1,0,0,2,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1667.0,7.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000004,4,BASELINE,2026-07-28T10:44:42.265Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,2,3,THINGSBOARD_HARDCODED_MOCK,1785235477588,1,1,18,18,18,18,0.492,492,492,492,0.492,0.00275,28,28,28,0.0028,1,1,1,0,0,2,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2661.0,6.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000005,5,BASELINE,2026-07-28T10:44:43.273Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,2,3,THINGSBOARD_HARDCODED_MOCK,1785235477588,1,1,18,18,18,18,0.492,492,492,492,0.492,0.00275,28,28,28,0.0028,1,1,1,0,0,2,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3665.0,10.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000006,6,BASELINE,2026-07-28T10:44:44.284Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,2,3,THINGSBOARD_HARDCODED_MOCK,1785235477588,1,1,18,18,18,18,0.492,492,492,492,0.492,0.00275,28,28,28,0.0028,1,1,1,0,0,2,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4678.0,8.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000007,7,BASELINE,2026-07-28T10:44:45.293Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,2,3,THINGSBOARD_HARDCODED_MOCK,1785235477588,1,1,18,18,18,18,0.492,492,492,492,0.492,0.00275,28,28,28,0.0028,1,1,1,0,0,2,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5686.0,9.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000008,8,BASELINE,2026-07-28T10:44:46.275Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,2,3,THINGSBOARD_HARDCODED_MOCK,1785235477588,1,1,18,18,18,18,0.492,492,492,492,0.492,0.00275,28,28,28,0.0028,1,1,1,0,0,2,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6671.0,6.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000009,9,BASELINE,2026-07-28T10:44:47.278Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,2,3,THINGSBOARD_HARDCODED_MOCK,1785235477588,1,1,18,18,18,18,0.492,492,492,492,0.492,0.00275,28,28,28,0.0028,1,1,1,0,0,2,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7676.0,4.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000010,10,BASELINE,2026-07-28T10:44:48.281Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,3,4,THINGSBOARD_HARDCODED_MOCK,1785235484614,1,1,27,27,27,27,0.5202,520,520,520,0.52,0.00331,33,33,33,0.0033,1,1,1,0,0,3,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1651.0,7.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000011,11,BASELINE,2026-07-28T10:44:49.281Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,3,4,THINGSBOARD_HARDCODED_MOCK,1785235484614,1,1,27,27,27,27,0.5202,520,520,520,0.52,0.00331,33,33,33,0.0033,1,1,1,0,0,3,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2649.0,9.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000012,12,BASELINE,2026-07-28T10:44:50.286Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,3,4,THINGSBOARD_HARDCODED_MOCK,1785235484614,1,1,27,27,27,27,0.5202,520,520,520,0.52,0.00331,33,33,33,0.0033,1,1,1,0,0,3,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3652.0,11.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000013,13,BASELINE,2026-07-28T10:44:51.287Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,3,4,THINGSBOARD_HARDCODED_MOCK,1785235484614,1,1,27,27,27,27,0.5202,520,520,520,0.52,0.00331,33,33,33,0.0033,1,1,1,0,0,3,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4654.0,10.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000014,14,BASELINE,2026-07-28T10:44:52.267Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,3,4,THINGSBOARD_HARDCODED_MOCK,1785235484614,1,1,27,27,27,27,0.5202,520,520,520,0.52,0.00331,33,33,33,0.0033,1,1,1,0,0,3,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5638.0,6.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000015,15,BASELINE,2026-07-28T10:44:53.269Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,3,4,THINGSBOARD_HARDCODED_MOCK,1785235484614,1,1,27,27,27,27,0.5202,520,520,520,0.52,0.00331,33,33,33,0.0033,1,1,1,0,0,3,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6640.0,6.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000016,16,BASELINE,2026-07-28T10:44:54.291Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,3,4,THINGSBOARD_HARDCODED_MOCK,1785235484614,1,1,27,27,27,27,0.5202,520,520,520,0.52,0.00331,33,33,33,0.0033,1,1,1,0,0,3,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7650.0,18.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000017,17,BASELINE,2026-07-28T10:44:55.302Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,4,5,THINGSBOARD_HARDCODED_MOCK,1785235491626,1,1,39,39,39,39,0.3753,375,375,375,0.375,0.00378,38,38,38,0.0038,1,1,1,0,0,4,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1644.0,24.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000018,18,BASELINE,2026-07-28T10:44:56.311Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,4,5,THINGSBOARD_HARDCODED_MOCK,1785235491626,1,1,39,39,39,39,0.3753,375,375,375,0.375,0.00378,38,38,38,0.0038,1,1,1,0,0,4,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2671.0,6.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000019,19,BASELINE,2026-07-28T10:44:57.290Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,4,5,THINGSBOARD_HARDCODED_MOCK,1785235491626,1,1,39,39,39,39,0.3753,375,375,375,0.375,0.00378,38,38,38,0.0038,1,1,1,0,0,4,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3650.0,6.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000020,20,BASELINE,2026-07-28T10:44:58.274Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,4,5,THINGSBOARD_HARDCODED_MOCK,1785235491626,1,1,39,39,39,39,0.3753,375,375,375,0.375,0.00378,38,38,38,0.0038,1,1,1,0,0,4,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4632.0,8.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000021,21,BASELINE,2026-07-28T10:44:59.278Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,4,5,THINGSBOARD_HARDCODED_MOCK,1785235491626,1,1,39,39,39,39,0.3753,375,375,375,0.375,0.00378,38,38,38,0.0038,1,1,1,0,0,4,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5640.0,4.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000022,22,BASELINE,2026-07-28T10:45:00.273Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,4,5,THINGSBOARD_HARDCODED_MOCK,1785235491626,1,1,39,39,39,39,0.3753,375,375,375,0.375,0.00378,38,38,38,0.0038,1,1,1,0,0,4,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6632.0,7.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000023,23,BASELINE,2026-07-28T10:45:01.275Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,4,5,THINGSBOARD_HARDCODED_MOCK,1785235491626,1,1,39,39,39,39,0.3753,375,375,375,0.375,0.00378,38,38,38,0.0038,1,1,1,0,0,4,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7634.0,7.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000024,24,BASELINE,2026-07-28T10:45:02.294Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,5,6,THINGSBOARD_HARDCODED_MOCK,1785235498637,1,1,52,52,52,52,0.0648,65,65,65,0.065,0.00398,40,40,40,0.004,1,1,1,0,0,5,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1638.0,10.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000025,25,BASELINE,2026-07-28T10:45:03.279Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,5,6,THINGSBOARD_HARDCODED_MOCK,1785235498637,1,1,52,52,52,52,0.0648,65,65,65,0.065,0.00398,40,40,40,0.004,1,1,1,0,0,5,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2625.0,8.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000026,26,BASELINE,2026-07-28T10:45:04.292Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,5,6,THINGSBOARD_HARDCODED_MOCK,1785235498637,1,1,52,52,52,52,0.0648,65,65,65,0.065,0.00398,40,40,40,0.004,1,1,1,0,0,5,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3630.0,16.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000027,27,BASELINE,2026-07-28T10:45:05.281Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,5,6,THINGSBOARD_HARDCODED_MOCK,1785235498637,1,1,52,52,52,52,0.0648,65,65,65,0.065,0.00398,40,40,40,0.004,1,1,1,0,0,5,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4629.0,6.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000028,28,BASELINE,2026-07-28T10:45:06.276Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,5,6,THINGSBOARD_HARDCODED_MOCK,1785235498637,1,1,52,52,52,52,0.0648,65,65,65,0.065,0.00398,40,40,40,0.004,1,1,1,0,0,5,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5625.0,5.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000029,29,BASELINE,2026-07-28T10:45:07.294Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,5,6,THINGSBOARD_HARDCODED_MOCK,1785235498637,1,1,52,52,52,52,0.0648,65,65,65,0.065,0.00398,40,40,40,0.004,1,1,1,0,0,5,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6631.0,17.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000030,30,BASELINE,2026-07-28T10:45:08.280Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,5,6,THINGSBOARD_HARDCODED_MOCK,1785235498637,1,1,52,52,52,52,0.0648,65,65,65,0.065,0.00398,40,40,40,0.004,1,1,1,0,0,5,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7624.0,10.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000031,31,BASELINE,2026-07-28T10:45:09.299Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,6,7,THINGSBOARD_HARDCODED_MOCK,1785235505648,1,1,66,66,66,66,0.0126,13,13,13,0.013,0.00402,40,40,40,0.004,1,1,1,0,0,6,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1633.0,10.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000032,32,BASELINE,2026-07-28T10:45:10.281Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,6,7,THINGSBOARD_HARDCODED_MOCK,1785235505648,1,1,66,66,66,66,0.0126,13,13,13,0.013,0.00402,40,40,40,0.004,1,1,1,0,0,6,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2616.0,9.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000033,33,BASELINE,2026-07-28T10:45:11.284Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,6,7,THINGSBOARD_HARDCODED_MOCK,1785235505648,1,1,66,66,66,66,0.0126,13,13,13,0.013,0.00402,40,40,40,0.004,1,1,1,0,0,6,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3620.0,8.0
BASELINE,EXP-20260728T104439Z-3e25d72e,collector-20260728T104439Z-e2668ad8,collector-20260728T104439Z-e2668ad8-COL-000034,34,BASELINE,2026-07-28T10:45:12.282Z,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,TRUE,6,7,THINGSBOARD_HARDCODED_MOCK,1785235505648,1,1,66,66,66,66,0.0126,13,13,13,0.013,0.00402,40,40,40,0.004,1,1,1,0,0,6,1,0,TRUE,FALSE,FALSE,TRUE,1,0,TRUE,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4620.0,6.0
